query_id,dataset,task_type,q_Qwen2.5-3B,c_Qwen2.5-3B,t_Qwen2.5-3B,q_Qwen2.5-7B,c_Qwen2.5-7B,t_Qwen2.5-7B,q_Qwen2.5-14B,c_Qwen2.5-14B,t_Qwen2.5-14B,q_DS-R1-Distill-14B,c_DS-R1-Distill-14B,t_DS-R1-Distill-14B
mbpp_0064,mbpp,code,1.0,0.00013278,5378.4,1.0,0.00017661,10093.2,1.0,0.00050848,10966.8,1.0,0.00341614,164459.3
mbpp_0065,mbpp,code,1.0,0.00010458,4073.6,1.0,0.00012292,6648.8,1.0,0.0003752,7625.7,1.0,0.00091028,41145.2
mbpp_0066,mbpp,code,1.0,8.92e-05,3638.5,0.0,0.00012523,7205.3,1.0,0.0003318,7135.2,1.0,0.00256242,127342.9
mbpp_0067,mbpp,code,1.0,9.332e-05,3862.9,1.0,8.407e-05,4696.2,0.0,0.00025452,5368.9,1.0,0.0006853,33237.3
mbpp_0068,mbpp,code,1.0,8.68e-05,3655.1,0.0,7.819e-05,4454.5,1.0,0.00029372,6538.4,1.0,0.00108122,53739.4
mbpp_0069,mbpp,code,0.0,0.00026412,9638.0,1.0,0.00035966,18891.0,1.0,0.00102956,19534.7,1.0,0.0010976,51629.3
mbpp_0070,mbpp,code,1.0,5.91e-05,2319.4,1.0,8.904e-05,5056.2,1.0,0.00020972,4352.8,1.0,0.00049476,28458.9
mbpp_0071,mbpp,code,1.0,7.932e-05,2965.9,1.0,0.00010605,5686.7,1.0,0.00032788,6536.6,0.0,0.00511238,256483.2
mbpp_0072,mbpp,code,1.0,7.716e-05,3163.7,1.0,7.322e-05,4140.4,1.0,0.00027188,5915.4,1.0,0.0019544,101793.4
mbpp_0073,mbpp,code,0.0,0.00013562,5560.7,1.0,0.00013482,7623.6,1.0,0.0003948,8310.8,1.0,0.00219744,118358.3
mbpp_0074,mbpp,code,0.0,0.00012118,5046.0,1.0,0.0001638,9619.1,1.0,0.00046816,10371.0,0.0,0.00358708,169913.6
mbpp_0075,mbpp,code,0.0,0.00010312,4162.7,1.0,9.436e-05,5162.6,1.0,0.00026516,5303.7,1.0,0.0008022,41554.4
mbpp_0076,mbpp,code,0.0,0.00010184,4223.3,1.0,8.351e-05,4691.7,1.0,0.00029652,6329.0,1.0,0.00037114,17366.4
mbpp_0077,mbpp,code,0.0,0.0001327,5439.1,0.0,0.00018515,10708.4,1.0,0.00050372,10872.1,0.0,0.0034601,152341.7
mbpp_0078,mbpp,code,1.0,4.614e-05,1788.6,1.0,8.155e-05,4595.7,1.0,0.00022036,4571.0,1.0,0.00040026,15688.9
mbpp_0079,mbpp,code,1.0,9e-05,3486.9,1.0,9.562e-05,5057.4,1.0,0.00036904,7423.9,1.0,0.00052136,21926.6
mbpp_0080,mbpp,code,1.0,5.396e-05,2156.7,1.0,6.86e-05,3823.5,1.0,0.00026236,5625.3,1.0,0.0003906,18167.0
mbpp_0081,mbpp,code,0.0,9.516e-05,3730.0,1.0,9.758e-05,5278.1,1.0,0.00026908,5229.0,1.0,0.00053816,22369.1
mbpp_0082,mbpp,code,1.0,7.228e-05,2899.6,1.0,6.552e-05,3584.1,1.0,0.000238,4975.9,1.0,0.00049532,19125.0
mbpp_0083,mbpp,code,0.0,7.642e-05,3132.9,0.0,7.623e-05,4319.6,1.0,0.00025452,5490.3,1.0,0.00077042,35940.9
mbpp_0084,mbpp,code,0.0,6.65e-05,2641.2,0.0,7.833e-05,4374.3,0.0,0.00027468,5837.2,0.0,0.00212422,97765.4
mbpp_0085,mbpp,code,1.0,6.462e-05,2567.0,1.0,7.259e-05,4033.2,1.0,0.0002716,5787.8,1.0,0.0018361,84187.1
mbpp_0086,mbpp,code,1.0,0.00013376,5469.4,1.0,0.00015729,9120.7,1.0,0.00049196,10783.1,1.0,0.00124614,53295.8
mbpp_0087,mbpp,code,1.0,8.528e-05,3423.0,1.0,8.96e-05,5048.1,1.0,0.00025928,5406.4,1.0,0.00271124,116897.4
mbpp_0088,mbpp,code,0.0,0.0001622,7021.4,0.0,0.00013321,7782.8,0.0,0.00048048,10683.6,0.0,0.00645414,283130.4
mbpp_0089,mbpp,code,1.0,0.00011226,4561.1,0.0,0.00017815,10811.9,0.0,0.00031948,6697.5,1.0,0.00271418,115469.5
mbpp_0090,mbpp,code,1.0,0.00013026,5463.7,0.0,9.744e-05,5659.1,1.0,0.00038696,8559.0,1.0,0.00336084,142095.7
mbpp_0091,mbpp,code,1.0,6.748e-05,2702.1,1.0,9.394e-05,5410.9,1.0,0.00033656,7301.2,1.0,0.00152376,64403.0
mbpp_0092,mbpp,code,0.0,0.00013484,5578.8,0.0,0.00012523,7062.2,1.0,0.00038444,8109.1,0.0,0.01863386,993394.2
mbpp_0093,mbpp,code,0.0,7.462e-05,2930.6,0.0,0.00012159,6991.5,1.0,0.0003738,8942.4,1.0,0.00103194,44787.2
mbpp_0094,mbpp,code,1.0,9.6e-05,3730.4,0.0,0.00013412,7889.5,1.0,0.00038472,8659.0,1.0,0.00099708,42814.5
mbpp_0095,mbpp,code,1.0,0.00010896,4697.4,1.0,0.00010367,6349.4,1.0,0.00035308,8549.5,1.0,0.00125986,57857.8
mbpp_0096,mbpp,code,0.0,8.12e-05,3450.6,0.0,9.24e-05,5603.0,1.0,0.00026488,6523.7,1.0,0.0015722,72569.1
mbpp_0097,mbpp,code,1.0,0.00013574,5970.5,1.0,0.0001302,8046.7,1.0,0.00035952,8980.7,1.0,0.00394324,181285.9
mbpp_0098,mbpp,code,1.0,4.644e-05,2019.0,1.0,6.356e-05,3960.8,1.0,0.00023492,6066.5,1.0,0.00045388,19169.9
mbpp_0099,mbpp,code,0.0,0.0001667,7374.6,1.0,0.00020258,12527.4,1.0,0.00056868,14158.9,1.0,0.00801136,414489.0
mbpp_0100,mbpp,code,,0.00067508,20974.7,,0.00083538,37510.9,0.0,0.00150556,12677.1,0.0,0.0075264,364291.1
humaneval_0001,humaneval,code,1.0,0.00015036,5743.4,1.0,0.0001918,10342.9,1.0,0.00056056,11209.1,1.0,0.00199612,110474.9
humaneval_0002,humaneval,code,0.0,0.00014042,5703.3,1.0,0.00016177,9143.5,1.0,0.00039368,8035.9,1.0,0.00397558,222433.5
humaneval_0003,humaneval,code,1.0,0.00010856,4399.3,0.0,0.0001057,5827.0,1.0,0.000308,6416.7,1.0,0.0006468,34520.4
humaneval_0004,humaneval,code,1.0,0.00014206,5680.7,1.0,0.00013335,7086.1,1.0,0.00047264,9870.4,1.0,0.00079842,44422.5
humaneval_0005,humaneval,code,1.0,0.0001207,4760.4,1.0,0.00013965,7598.4,1.0,0.00042588,8850.9,1.0,0.00074438,41378.6
humaneval_0006,humaneval,code,1.0,0.00011686,4769.8,1.0,0.00013825,7832.5,1.0,0.0003584,7578.8,1.0,0.00088438,48344.1
humaneval_0007,humaneval,code,1.0,0.0001302,5338.9,1.0,0.00014931,8515.9,1.0,0.00042224,8865.5,1.0,0.00279034,154378.5
humaneval_0008,humaneval,code,1.0,0.0001278,5110.3,1.0,0.00010738,5668.7,1.0,0.0003696,7281.8,1.0,0.0009184,48620.1
humaneval_0009,humaneval,code,1.0,0.0001176,4638.4,1.0,0.00013475,7450.7,1.0,0.00036484,7088.9,1.0,0.00075586,39607.0
humaneval_0010,humaneval,code,1.0,0.0001273,5096.0,1.0,0.00013286,7358.2,1.0,0.00035616,6838.7,1.0,0.00105896,58535.6
humaneval_0011,humaneval,code,0.0,0.0001534,6294.0,1.0,0.00016191,9253.8,0.0,0.00053788,11423.3,1.0,0.00165186,92381.4
humaneval_0012,humaneval,code,1.0,0.0001214,4963.4,1.0,0.00011536,6447.5,1.0,0.00040796,8508.1,1.0,0.00161308,102640.5
humaneval_0013,humaneval,code,1.0,0.00011402,4630.3,0.0,0.00010535,5831.1,1.0,0.00032144,6332.8,1.0,0.00105882,59891.4
humaneval_0014,humaneval,code,1.0,0.000127,5330.0,1.0,0.00011417,6513.0,1.0,0.00034216,6943.3,1.0,0.00125062,74080.6
humaneval_0015,humaneval,code,1.0,9.73e-05,4010.4,1.0,0.00011571,6772.7,1.0,0.00026964,5507.1,1.0,0.00071274,43881.7
humaneval_0016,humaneval,code,1.0,8.33e-05,3313.9,1.0,8.631e-05,4777.2,1.0,0.0003178,6629.7,1.0,0.00066906,41619.4
humaneval_0017,humaneval,code,1.0,9.534e-05,3860.1,1.0,9.009e-05,5017.8,1.0,0.0003206,6627.9,1.0,0.00143654,89912.3
humaneval_0018,humaneval,code,0.0,0.00014594,5685.4,1.0,0.00014777,7866.0,0.0,0.00037912,6839.5,1.0,0.00141806,87126.9
humaneval_0019,humaneval,code,1.0,0.0001401,5914.5,1.0,0.00014616,8482.1,1.0,0.00043568,9303.2,1.0,0.00124964,81522.5
humaneval_0020,humaneval,code,0.0,0.0001236,5038.5,0.0,0.00015687,9050.1,1.0,0.00049112,10434.4,1.0,0.00089866,47576.3
humaneval_0021,humaneval,code,1.0,0.00016584,6498.7,1.0,0.00018305,9835.7,1.0,0.00057092,10998.5,1.0,0.00366198,167849.3
humaneval_0022,humaneval,code,1.0,0.00018122,7245.2,1.0,0.00017283,9277.8,1.0,0.00059976,11871.2,1.0,0.0017969,72458.3
humaneval_0023,humaneval,code,1.0,0.00010634,4333.8,1.0,0.00010115,5509.5,1.0,0.00031752,6251.1,1.0,0.0009009,34360.3
humaneval_0024,humaneval,code,1.0,9.014e-05,3806.7,1.0,8.134e-05,4588.4,1.0,0.00019432,3789.4,1.0,0.0003976,15910.0
humaneval_0025,humaneval,code,0.0,0.0001106,4681.8,1.0,0.00012229,7209.4,1.0,0.00034972,7391.3,1.0,0.00209678,91609.7
humaneval_0026,humaneval,code,1.0,0.00017892,7206.1,1.0,0.00021182,12083.4,1.0,0.0005054,9950.7,1.0,0.00224616,97975.5
humaneval_0027,humaneval,code,1.0,0.00013244,5516.7,1.0,0.0001246,7183.3,1.0,0.00033124,6852.4,1.0,0.00263732,118512.9
humaneval_0028,humaneval,code,1.0,9.378e-05,3869.5,1.0,8.246e-05,4626.1,0.0,0.00028924,6140.1,1.0,0.00077616,35308.4
humaneval_0029,humaneval,code,1.0,0.00011162,4676.8,1.0,6.79e-05,3654.6,1.0,0.00023828,4780.5,1.0,0.00045248,19675.4
humaneval_0030,humaneval,code,1.0,0.00012096,4997.6,1.0,7.791e-05,4283.1,1.0,0.00030324,6267.8,1.0,0.00067074,27736.9
humaneval_0031,humaneval,code,1.0,9.92e-05,3786.0,1.0,0.00010766,5824.1,1.0,0.00031668,6084.0,1.0,0.00053032,21632.4
humaneval_0032,humaneval,code,1.0,0.0001406,5578.3,1.0,0.00017675,10089.1,1.0,0.00044128,8962.9,1.0,0.00127218,53437.2
humaneval_0033,humaneval,code,0.0,0.00018402,7184.8,0.0,0.00024269,13659.6,0.0,0.0006706,13601.3,0.0,0.0092743,428400.1
humaneval_0034,humaneval,code,0.0,0.00017364,6291.1,0.0,0.00022148,11590.1,0.0,0.0008918,18024.2,1.0,0.00142268,58132.5
humaneval_0035,humaneval,code,1.0,8.198e-05,3213.9,1.0,8.946e-05,4977.2,1.0,0.00025004,4937.6,1.0,0.00078848,33167.9
humaneval_0036,humaneval,code,0.0,0.00011958,4854.2,1.0,8.372e-05,4518.0,1.0,0.0002114,3843.0,1.0,0.00048748,19578.9
humaneval_0037,humaneval,code,1.0,0.00014652,5966.9,1.0,0.00012838,7077.8,1.0,0.00044828,9253.5,1.0,0.00145376,63468.8
humaneval_0038,humaneval,code,0.0,0.00012238,4593.7,1.0,0.00016807,9084.6,1.0,0.00053312,10652.2,1.0,0.00161266,71146.5
humaneval_0039,humaneval,code,1.0,0.0001411,5617.8,0.0,0.00014336,7831.9,0.0,0.00048076,9837.7,0.0,0.00235396,105242.5
humaneval_0040,humaneval,code,1.0,0.0001512,6131.9,1.0,0.00016548,9230.0,1.0,0.00054096,11376.9,1.0,0.00231252,101045.5
humaneval_0041,humaneval,code,1.0,0.00015588,6074.7,1.0,0.00021784,12099.1,1.0,0.0005362,10627.6,1.0,0.00304108,135920.9
humaneval_0042,humaneval,code,1.0,0.00010194,3951.0,1.0,9.338e-05,4808.7,1.0,0.00032676,6315.1,1.0,0.00083272,34354.1
humaneval_0043,humaneval,code,1.0,9.814e-05,3764.1,1.0,8.911e-05,4532.3,1.0,0.00034664,6862.6,1.0,0.00058954,26569.9
humaneval_0044,humaneval,code,1.0,0.00013002,4861.4,1.0,0.00014364,7332.7,1.0,0.00043764,8148.2,1.0,0.002429,115614.9
humaneval_0045,humaneval,code,1.0,0.00017792,7296.0,1.0,0.0001491,8224.2,1.0,0.00042532,8672.4,1.0,0.00127512,60629.7
humaneval_0046,humaneval,code,1.0,8.922e-05,3685.1,1.0,6.923e-05,3745.7,1.0,0.00029428,6291.0,1.0,0.00064498,32095.6
humaneval_0047,humaneval,code,1.0,0.00012362,4866.7,1.0,0.00016457,9209.9,1.0,0.00043624,8916.8,1.0,0.00247814,121013.7
humaneval_0048,humaneval,code,1.0,0.00015086,6170.3,1.0,0.00013447,7461.9,1.0,0.00039172,8042.8,1.0,0.00173642,84612.7
humaneval_0049,humaneval,code,1.0,0.0001394,5746.4,1.0,9.947e-05,5449.8,1.0,0.00029344,5881.9,1.0,0.00083986,42051.8
humaneval_0050,humaneval,code,1.0,0.0001332,5244.8,0.0,0.00017759,10082.9,1.0,0.00044604,9159.5,1.0,0.0012257,58649.6
humaneval_0051,humaneval,code,1.0,0.00012836,5165.2,1.0,0.0001393,7914.4,0.0,0.00035,7171.7,0.0,0.00080304,39504.7
humaneval_0052,humaneval,code,1.0,0.00013088,5192.5,1.0,9.66e-05,5002.0,1.0,0.00029288,5452.5,1.0,0.00096572,39199.6
humaneval_0053,humaneval,code,1.0,0.00011488,4458.0,1.0,0.00011179,5955.5,1.0,0.00038556,7710.9,1.0,0.00057218,20437.2
humaneval_0054,humaneval,code,0.0,0.00010002,3934.6,1.0,0.00010934,5995.6,1.0,0.00031696,6262.3,1.0,0.00042616,15026.0
humaneval_0055,humaneval,code,1.0,9.3e-05,3411.6,0.0,0.00012089,6366.7,1.0,0.00039592,7602.7,1.0,0.00100534,37045.9
humaneval_0056,humaneval,code,1.0,0.00012012,5019.9,1.0,0.00013615,7917.0,1.0,0.00033936,7159.0,1.0,0.00095914,36092.5
humaneval_0057,humaneval,code,1.0,0.00013484,5426.5,1.0,0.0001302,7146.4,1.0,0.000455,9346.9,1.0,0.00348068,140219.7
humaneval_0058,humaneval,code,1.0,0.0001563,6303.7,1.0,0.00014406,7844.5,1.0,0.00046788,9366.1,1.0,0.00215376,85414.0
humaneval_0059,humaneval,code,1.0,0.00014058,5514.8,1.0,0.00012257,6394.9,1.0,0.0003724,6875.9,1.0,0.00101318,38357.2
humaneval_0060,humaneval,code,1.0,0.00014028,5881.3,0.0,0.0001533,9004.5,1.0,0.00044492,9728.0,1.0,0.00240072,97910.9
humaneval_0061,humaneval,code,1.0,0.00013248,5434.3,1.0,9.611e-05,5144.8,1.0,0.0003682,7588.0,1.0,0.00052402,22144.5
humaneval_0062,humaneval,code,1.0,0.00015506,6488.2,1.0,0.00011655,6365.5,1.0,0.00041384,8976.9,1.0,0.00125146,49392.7
humaneval_0063,humaneval,code,1.0,0.00012418,4954.5,1.0,0.00015603,8882.8,1.0,0.0004578,9938.4,1.0,0.00145082,58428.0
humaneval_0064,humaneval,code,1.0,0.00014578,6052.3,1.0,0.00015155,8606.6,1.0,0.00035756,7098.7,1.0,0.00181762,75510.8
humaneval_0065,humaneval,code,0.0,0.00015668,6456.4,1.0,0.00021049,12223.7,1.0,0.00045444,9550.5,1.0,0.00125398,49504.5
humaneval_0066,humaneval,code,0.0,0.0001275,5224.8,1.0,0.00015918,9181.9,0.0,0.00054824,12478.3,1.0,0.00301504,131493.0
humaneval_0067,humaneval,code,0.0,0.0001304,5117.5,1.0,0.00013958,7496.2,1.0,0.00044156,9050.3,1.0,0.00106736,41928.1
humaneval_0068,humaneval,code,0.0,0.00012366,4642.9,1.0,0.00016513,8910.4,1.0,0.00049728,10243.0,1.0,0.00153454,70319.9
humaneval_0069,humaneval,code,1.0,0.0001632,5945.5,1.0,0.000217,11373.9,1.0,0.00063392,12196.4,1.0,0.00120652,53637.9
humaneval_0070,humaneval,code,0.0,0.0003911,14302.3,1.0,0.00051569,27096.0,1.0,0.00071232,8348.5,1.0,0.00489006,216959.9
humaneval_0071,humaneval,code,1.0,0.0001856,7285.1,1.0,0.00020993,11391.5,1.0,0.00059108,11696.4,1.0,0.00187838,85233.8
humaneval_0072,humaneval,code,1.0,0.0001726,7036.2,1.0,0.00019173,10678.2,1.0,0.00058044,12135.5,1.0,0.00301126,135804.9
humaneval_0073,humaneval,code,1.0,0.0001129,4181.9,1.0,0.00013755,7130.4,1.0,0.0004704,9306.9,1.0,0.00094626,43292.5
humaneval_0074,humaneval,code,1.0,0.00013818,5433.1,1.0,0.00017038,9385.1,1.0,0.0005334,10916.4,1.0,0.00117656,51002.9
humaneval_0075,humaneval,code,1.0,0.00012886,4704.2,1.0,0.00016569,8544.6,1.0,0.00051408,9757.1,1.0,0.00098406,41196.7
humaneval_0076,humaneval,code,1.0,0.00015078,6354.3,1.0,0.0001925,11283.1,0.0,0.00065688,14724.6,1.0,0.00287728,129520.9
humaneval_0077,humaneval,code,0.0,0.00018124,7112.1,1.0,0.00020601,11146.3,1.0,0.00060592,11808.9,1.0,0.0053795,245219.2
humaneval_0078,humaneval,code,1.0,0.00016066,6466.4,1.0,0.00019005,10632.5,0.0,0.00049728,9900.9,1.0,0.0059227,270002.8
humaneval_0079,humaneval,code,0.0,0.00018394,6823.0,1.0,0.00018865,9392.5,1.0,0.00061348,11026.5,1.0,0.0017339,75379.3
humaneval_0080,humaneval,code,1.0,0.00010818,4163.4,1.0,0.00012782,6839.2,1.0,0.0004116,8087.5,1.0,0.00087416,37198.1
humaneval_0081,humaneval,code,1.0,0.00015512,6423.3,1.0,0.00016338,9266.2,1.0,0.00044408,9245.0,1.0,0.0013804,63397.3
humaneval_0082,humaneval,code,0.0,0.00016242,6213.2,0.0,0.00018403,9739.2,1.0,0.00062888,12499.7,1.0,0.0080465,384374.4
humaneval_0083,humaneval,code,1.0,0.00012972,5194.7,1.0,0.00015337,8640.1,1.0,0.0005292,11127.4,1.0,0.0013755,62892.7
humaneval_0084,humaneval,code,0.0,0.00017492,7460.3,0.0,0.00017675,10544.8,0.0,0.00058044,13327.8,1.0,0.00106106,47090.6
humaneval_0085,humaneval,code,0.0,0.000117,4492.1,1.0,0.00012768,6801.3,1.0,0.0004676,9641.8,1.0,0.00159404,71493.1
humaneval_0086,humaneval,code,1.0,0.00012584,5213.4,0.0,0.00012943,7483.2,1.0,0.0003752,8113.9,1.0,0.00096922,44515.3
humaneval_0087,humaneval,code,1.0,0.00012298,4820.9,1.0,0.00015736,8814.0,1.0,0.00036428,7224.3,1.0,0.00396172,186621.9
humaneval_0088,humaneval,code,0.0,0.00021264,7646.1,1.0,0.00026012,13366.1,1.0,0.00082516,15743.3,1.0,0.00219996,98609.5
humaneval_0089,humaneval,code,0.0,0.00017962,6774.3,1.0,0.00019355,10069.4,1.0,0.000672,13275.9,1.0,0.00137242,60925.1
humaneval_0090,humaneval,code,,0.00047774,20453.6,1.0,0.00021819,12039.8,1.0,0.0006384,13351.3,1.0,0.00142114,66297.1
humaneval_0091,humaneval,code,1.0,0.0001205,4620.9,1.0,0.00015134,8324.4,1.0,0.0003864,7811.0,1.0,0.00149072,72365.6
humaneval_0092,humaneval,code,0.0,0.00012032,4631.9,1.0,0.00017157,9661.3,1.0,0.00049056,10478.6,1.0,0.00261982,127194.4
humaneval_0093,humaneval,code,1.0,0.00015648,5749.5,1.0,0.00021385,11476.9,1.0,0.00058464,11425.5,1.0,0.00209062,100920.4
humaneval_0094,humaneval,code,0.0,0.00016602,6560.9,0.0,0.00017598,9746.5,1.0,0.00054544,11435.4,1.0,0.00428288,224333.8
humaneval_0095,humaneval,code,1.0,0.00024118,8418.6,1.0,0.00030387,15330.7,1.0,0.00096376,17858.7,1.0,0.00297794,154771.9
humaneval_0096,humaneval,code,1.0,0.0001658,6050.8,1.0,0.00022246,11857.0,1.0,0.00062496,11980.0,1.0,0.00234696,128085.7
humaneval_0097,humaneval,code,1.0,0.00020114,7738.1,1.0,0.0002058,10944.2,1.0,0.00061852,12033.3,1.0,0.00149828,92655.7
humaneval_0098,humaneval,code,1.0,0.00014386,5245.9,1.0,0.0001659,8527.6,1.0,0.00058352,11375.7,1.0,0.00068712,26326.2
humaneval_0099,humaneval,code,1.0,0.00010408,4059.8,1.0,0.00012404,6884.1,1.0,0.00038696,8000.2,1.0,0.0008386,35166.5
humaneval_0100,humaneval,code,0.0,0.00015072,5957.8,0.0,0.00013909,7419.4,1.0,0.00046172,9262.7,1.0,0.00493318,225142.3
mmlupro_0001,mmlupro,knowledge,0.0,5.814e-05,1965.7,1.0,7.238e-05,3473.5,1.0,0.00030212,5611.7,1.0,0.00038136,16192.6
mmlupro_0002,mmlupro,knowledge,0.0,0.00017502,7304.7,1.0,0.00017773,10095.6,1.0,0.000609,13123.7,1.0,0.00592158,276317.7
mmlupro_0003,mmlupro,knowledge,1.0,0.00013656,5443.7,1.0,0.00012215,6462.0,1.0,0.0004032,8100.0,1.0,0.00129178,53677.8
mmlupro_0004,mmlupro,knowledge,0.0,9.034e-05,3522.3,1.0,0.00015001,8601.4,1.0,0.00037268,7844.3,,0.00592438,278776.2
mmlupro_0005,mmlupro,knowledge,1.0,0.0001091,4064.4,1.0,0.00012446,6460.9,1.0,0.00035252,6417.3,,0.0010724,46965.4
mmlupro_0006,mmlupro,knowledge,1.0,0.00012706,5233.5,0.0,0.00014889,8515.3,1.0,0.00035308,7440.8,0.0,0.00219142,105416.6
mmlupro_0007,mmlupro,knowledge,1.0,8.386e-05,3320.7,1.0,9.121e-05,4894.2,1.0,0.00029232,5963.6,1.0,0.00081494,41144.6
mmlupro_0008,mmlupro,knowledge,0.0,6.278e-05,2532.2,0.0,0.00010395,5969.7,0.0,0.00032228,7190.8,0.0,0.0015981,77960.7
mmlupro_0009,mmlupro,knowledge,1.0,0.00010122,4120.8,1.0,0.00011438,6392.4,1.0,0.00034888,7398.9,1.0,0.00051576,24400.0
mmlupro_0010,mmlupro,knowledge,1.0,0.0001453,5791.8,1.0,0.00015967,8766.5,1.0,0.00054824,11494.3,1.0,0.00081578,34434.2
mmlupro_0011,mmlupro,knowledge,0.0,0.0003252,13378.2,0.0,0.00032347,18472.2,0.0,0.00095312,20577.5,,0.00854602,398957.3
mmlupro_0012,mmlupro,knowledge,0.0,8.998e-05,3222.0,0.0,7.518e-05,3375.7,0.0,0.00052836,10765.7,0.0,0.00094416,40510.5
mmlupro_0013,mmlupro,knowledge,0.0,0.00010928,3992.8,0.0,0.00010514,5082.1,0.0,0.00033656,5878.8,1.0,0.00170576,74007.4
mmlupro_0014,mmlupro,knowledge,1.0,0.00014644,5511.1,1.0,0.0001659,8677.7,1.0,0.00060312,12009.9,1.0,0.00093352,40148.4
mmlupro_0015,mmlupro,knowledge,1.0,0.00010072,3400.1,1.0,0.0001134,5252.3,1.0,0.00038472,6441.4,1.0,0.00057652,22745.6
mmlupro_0016,mmlupro,knowledge,0.0,7.748e-05,3118.4,0.0,8.288e-05,4602.1,0.0,0.0005558,12478.3,0.0,0.00050036,22991.5
mmlupro_0017,mmlupro,knowledge,1.0,0.00022238,8874.1,1.0,0.00021231,11695.1,1.0,0.00060368,12099.8,1.0,0.00112266,49695.4
mmlupro_0018,mmlupro,knowledge,1.0,0.00020416,8282.8,0.0,0.00016086,8836.1,1.0,0.00028,4908.2,1.0,0.00114744,51909.5
mmlupro_0019,mmlupro,knowledge,1.0,0.00010296,3891.4,1.0,0.00013132,7100.7,1.0,0.00039144,7837.1,1.0,0.00074284,32583.7
mmlupro_0020,mmlupro,knowledge,1.0,8.144e-05,3219.3,1.0,6.909e-05,3695.0,1.0,0.00034468,7513.1,1.0,0.00058478,27144.9
mmlupro_0021,mmlupro,knowledge,1.0,0.00017222,6907.9,0.0,6.433e-05,2859.5,0.0,0.00025368,4425.6,0.0,0.0054019,258411.5
mmlupro_0022,mmlupro,knowledge,1.0,8.592e-05,3371.2,1.0,0.00010549,5900.4,1.0,0.00028868,5965.2,1.0,0.00057974,25141.0
mmlupro_0023,mmlupro,knowledge,1.0,0.00015092,6170.5,1.0,0.00013202,7461.2,1.0,0.0003402,7041.3,1.0,0.00050624,19723.2
mmlupro_0024,mmlupro,knowledge,1.0,0.00024486,9807.5,0.0,0.00016863,8747.3,0.0,0.00057456,11416.9,0.0,0.00430514,204316.3
mmlupro_0025,mmlupro,knowledge,1.0,0.00011384,4518.6,1.0,0.00014889,8453.6,1.0,0.00043596,9272.7,1.0,0.00109326,48675.5
mmlupro_0026,mmlupro,knowledge,0.0,0.000176,7266.5,0.0,0.000161,9171.5,0.0,0.000406,8428.5,,0.00361284,178863.1
mmlupro_0027,mmlupro,knowledge,0.0,0.00012756,5112.1,1.0,0.00014525,8170.1,1.0,0.00047824,10176.9,1.0,0.00202286,89356.5
mmlupro_0028,mmlupro,knowledge,0.0,0.00016884,6785.9,0.0,0.00014273,7720.3,0.0,0.0002632,4435.3,0.0,0.00066878,25632.6
mmlupro_0029,mmlupro,knowledge,1.0,0.00013208,5290.1,1.0,0.00015589,8808.8,1.0,0.00046312,9818.9,1.0,0.00072534,28037.8
mmlupro_0030,mmlupro,knowledge,1.0,6.094e-05,2177.1,1.0,0.00011627,6513.5,1.0,0.0002828,5476.8,1.0,0.00056546,21967.9
mmlupro_0031,mmlupro,knowledge,1.0,0.0001127,4312.8,1.0,0.00011816,6339.1,1.0,0.00045612,9423.1,1.0,0.00057932,22700.2
mmlupro_0032,mmlupro,knowledge,1.0,0.00011966,4433.1,1.0,0.00012453,6357.0,1.0,0.00034664,6219.5,1.0,0.00063238,24940.6
mmlupro_0033,mmlupro,knowledge,0.0,0.00012438,4696.9,1.0,9.345e-05,4505.6,1.0,0.00036596,6871.4,1.0,0.00215278,94750.5
mmlupro_0034,mmlupro,knowledge,1.0,6.944e-05,2757.9,1.0,0.00013587,7949.1,1.0,0.00037688,8333.8,1.0,0.0006853,31222.1
mmlupro_0035,mmlupro,knowledge,0.0,8.398e-05,2639.3,0.0,0.00012117,5749.2,0.0,0.00036988,6224.5,0.0,0.00263158,115326.8
mmlupro_0036,mmlupro,knowledge,0.0,0.00022622,7848.1,1.0,0.00024906,11915.2,1.0,0.00092316,16608.0,0.0,0.00241584,102321.7
mmlupro_0037,mmlupro,knowledge,1.0,0.00010668,4055.7,1.0,0.00010941,5684.4,1.0,0.00041776,8283.3,1.0,0.0007287,31541.5
mmlupro_0038,mmlupro,knowledge,1.0,0.00010566,4282.2,1.0,0.00014238,8230.8,1.0,0.0003976,8509.6,1.0,0.00058016,25520.9
mmlupro_0039,mmlupro,knowledge,0.0,0.00012374,4930.4,1.0,0.00018228,10399.9,1.0,0.00072408,16018.9,,0.007749,360796.1
mmlupro_0040,mmlupro,knowledge,0.0,8.404e-05,3322.4,1.0,9.52e-05,5194.6,1.0,0.00030968,6283.1,1.0,0.00228116,94927.7
mmlupro_0041,mmlupro,knowledge,1.0,4.144e-05,1481.6,1.0,5.6e-05,2852.6,1.0,0.000175,3247.0,1.0,0.00030212,12090.1
mmlupro_0042,mmlupro,knowledge,1.0,0.00015484,6310.9,1.0,0.00013783,7635.1,1.0,0.0003458,6760.5,1.0,0.00083762,32593.1
mmlupro_0043,mmlupro,knowledge,0.0,0.00012616,5118.4,1.0,0.00014182,7996.8,1.0,0.00023996,4396.9,1.0,0.00062664,24033.0
