query_id,dataset,task_type,q_Qwen2.5-3B,c_Qwen2.5-3B,t_Qwen2.5-3B,q_Qwen2.5-7B,c_Qwen2.5-7B,t_Qwen2.5-7B,q_Qwen2.5-14B,c_Qwen2.5-14B,t_Qwen2.5-14B,q_DS-R1-Distill-14B,c_DS-R1-Distill-14B,t_DS-R1-Distill-14B
mmlupro_0044,mmlupro,knowledge,1.0,9e-05,3701.1,0.0,7.805e-05,4293.0,0.0,0.00035868,7710.9,0.0,0.0006111,25686.6
mmlupro_0045,mmlupro,knowledge,1.0,5.776e-05,2223.0,1.0,5.208e-05,2605.0,1.0,0.00020244,3962.7,1.0,0.00036372,14156.8
mmlupro_0046,mmlupro,knowledge,0.0,0.00010338,4060.4,1.0,0.00013713,7700.6,0.0,0.00033404,6647.3,1.0,0.00446726,204066.0
mmlupro_0047,mmlupro,knowledge,0.0,0.00028924,12043.6,0.0,0.00025151,14474.9,1.0,0.00064148,13487.8,1.0,0.0013629,57862.7
mmlupro_0048,mmlupro,knowledge,1.0,0.00012344,4993.4,1.0,0.00012509,7083.6,1.0,0.0004718,10265.1,1.0,0.00064638,26760.5
mmlupro_0049,mmlupro,knowledge,1.0,0.00013024,4967.2,0.0,0.00012236,6398.9,1.0,0.00038024,7288.9,1.0,0.00088676,39089.6
mmlupro_0050,mmlupro,knowledge,1.0,7.682e-05,3023.7,1.0,6.825e-05,3673.8,1.0,0.00028168,5905.9,1.0,0.00045766,20565.4
mmlupro_0051,mmlupro,knowledge,1.0,0.00015516,6468.6,1.0,0.00014742,8556.9,1.0,0.000406,9055.9,1.0,0.00124376,55558.0
mmlupro_0052,mmlupro,knowledge,0.0,0.00011246,4326.4,0.0,0.00010374,5462.5,1.0,0.00034468,6828.9,1.0,0.00060536,26488.7
mmlupro_0053,mmlupro,knowledge,1.0,0.00016074,5313.4,1.0,0.00016464,7422.3,0.0,0.00052528,8379.5,0.0,0.00127204,55220.9
mmlupro_0054,mmlupro,knowledge,0.0,0.00010208,3906.9,1.0,7.077e-05,3452.6,1.0,0.00025704,4664.6,1.0,0.00055174,23978.1
mmlupro_0055,mmlupro,knowledge,0.0,0.00032352,13685.3,1.0,0.0002324,13380.5,0.0,0.00077448,17082.2,0.0,0.00423276,203533.2
mmlupro_0056,mmlupro,knowledge,1.0,9.498e-05,3765.7,1.0,8.33e-05,4489.2,1.0,0.00022932,4315.4,1.0,0.00087864,42903.4
mmlupro_0057,mmlupro,knowledge,0.0,7.002e-05,2810.4,0.0,6.783e-05,3728.3,1.0,0.00022708,4825.1,1.0,0.00100786,53282.9
mmlupro_0058,mmlupro,knowledge,1.0,7.904e-05,2721.8,1.0,8.596e-05,4086.5,1.0,0.00026936,4641.9,1.0,0.00052948,25150.9
mmlupro_0059,mmlupro,knowledge,1.0,8.982e-05,3432.1,1.0,0.00011536,6294.3,1.0,0.00029092,5711.0,1.0,0.00208628,98243.7
mmlupro_0060,mmlupro,knowledge,1.0,0.00014042,4639.5,1.0,0.00013993,6070.9,1.0,0.00048636,7667.3,1.0,0.00089558,36085.2
mmlupro_0061,mmlupro,knowledge,1.0,0.00014384,5611.6,1.0,0.00017234,9437.7,1.0,0.00043372,8576.0,1.0,0.0007644,32002.5
mmlupro_0062,mmlupro,knowledge,1.0,0.00015264,6400.4,1.0,0.0001372,7897.8,1.0,0.00033264,7021.0,1.0,0.00055804,26643.3
mmlupro_0063,mmlupro,knowledge,0.0,0.0001314,5236.5,1.0,0.00013678,7476.4,1.0,0.00045752,9465.1,1.0,0.00079464,36268.5
mmlupro_0064,mmlupro,knowledge,0.0,0.00013456,5159.1,0.0,0.00010388,5068.5,0.0,0.000336,5947.4,1.0,0.0009058,39839.7
mmlupro_0065,mmlupro,knowledge,0.0,0.00013182,5284.3,1.0,0.00014917,8293.4,0.0,0.0004466,9300.0,0.0,0.00129206,55092.5
mmlupro_0066,mmlupro,knowledge,0.0,7.478e-05,2369.2,0.0,8.379e-05,3603.1,0.0,0.00031332,5081.7,,0.00232498,97274.1
mmlupro_0067,mmlupro,knowledge,0.0,0.0001257,5079.0,1.0,0.00012117,6699.0,1.0,0.00023156,4346.8,1.0,0.0005915,23882.6
mmlupro_0068,mmlupro,knowledge,0.0,0.00022818,9773.4,1.0,0.00012432,7178.2,1.0,0.00056336,12960.1,1.0,0.00083188,33065.7
mmlupro_0069,mmlupro,knowledge,0.0,0.00012024,4983.2,1.0,7.483e-05,4064.5,0.0,0.00043288,9677.4,1.0,0.00127722,52359.7
mmlupro_0070,mmlupro,knowledge,0.0,0.00012228,4683.7,0.0,0.00010339,5228.0,0.0,0.00030856,5521.6,0.0,0.0018417,74637.4
mmlupro_0071,mmlupro,knowledge,0.0,0.00013364,5421.3,0.0,0.00010612,5821.1,1.0,0.00028756,5665.6,1.0,0.00131124,53350.6
mmlupro_0072,mmlupro,knowledge,1.0,0.00014394,5749.2,1.0,0.00012446,6732.6,1.0,0.00034244,6732.6,1.0,0.000644,25058.7
mmlupro_0073,mmlupro,knowledge,0.0,0.00010372,4220.5,0.0,0.0001204,6934.4,0.0,0.00020132,3826.4,0.0,0.0012558,51746.8
mmlupro_0074,mmlupro,knowledge,1.0,8.98e-05,3574.5,1.0,0.00010598,6039.3,1.0,0.0002142,4158.4,1.0,0.00056336,23125.8
mmlupro_0075,mmlupro,knowledge,1.0,5.408e-05,2048.1,1.0,6.398e-05,3454.0,1.0,0.00029624,6325.0,1.0,0.00038192,15421.2
mmlupro_0076,mmlupro,knowledge,0.0,0.00012982,4987.9,0.0,7.959e-05,3752.5,0.0,0.00046732,9521.5,0.0,0.00217154,91554.1
mmlupro_0077,mmlupro,knowledge,0.0,8.088e-05,2987.6,0.0,0.00012607,6918.5,0.0,0.00021588,3864.6,0.0,0.00046802,19365.6
mmlupro_0078,mmlupro,knowledge,0.0,0.00016958,6342.5,0.0,0.00015757,7984.9,0.0,0.00050036,9422.9,1.0,0.00133798,54954.7
mmlupro_0079,mmlupro,knowledge,0.0,0.00028584,11330.2,0.0,0.00029057,16076.3,1.0,0.00081144,16534.2,1.0,0.00289366,123057.0
mmlupro_0080,mmlupro,knowledge,0.0,6.18e-05,2300.6,1.0,7.336e-05,3861.7,1.0,0.00021868,4248.6,1.0,0.0003402,13511.3
mmlupro_0081,mmlupro,knowledge,0.0,8.76e-05,3346.7,1.0,8.638e-05,4512.1,1.0,0.00028112,5545.5,1.0,0.00061096,25304.0
mmlupro_0082,mmlupro,knowledge,0.0,8.726e-05,3309.5,1.0,0.00024073,14281.0,1.0,0.00054992,12088.0,1.0,0.00261814,118036.5
mmlupro_0083,mmlupro,knowledge,0.0,0.00015814,5811.1,0.0,0.00014098,6830.3,1.0,0.00046144,8210.0,,0.00252952,111620.0
mmlupro_0084,mmlupro,knowledge,1.0,5.754e-05,2170.9,1.0,5.887e-05,3044.7,1.0,0.00021364,4233.0,0.0,0.0015869,71242.0
mmlupro_0085,mmlupro,knowledge,1.0,8.138e-05,3145.2,1.0,0.00010528,5858.8,1.0,0.00021448,4112.7,1.0,0.00054404,25277.1
mmlupro_0086,mmlupro,knowledge,0.0,0.0001093,4206.4,0.0,6.755e-05,3170.5,1.0,0.00043904,9253.6,0.0,0.00105042,46964.6
mmlupro_0087,mmlupro,knowledge,1.0,7.422e-05,2727.1,1.0,7.686e-05,3884.1,1.0,0.0002716,5167.5,1.0,0.00047376,21672.2
mmlupro_0088,mmlupro,knowledge,0.0,0.0001137,4493.7,0.0,0.00014252,8053.0,0.0,0.00023744,4434.8,0.0,0.00088956,39432.4
mmlupro_0089,mmlupro,knowledge,0.0,7.948e-05,3183.3,0.0,9.695e-05,5538.3,1.0,0.00036316,8118.3,1.0,0.0010073,43179.3
mmlupro_0090,mmlupro,knowledge,0.0,7.27e-05,2501.8,1.0,9.408e-05,4728.0,,0.00032816,6142.2,1.0,0.000609,25260.9
mmlupro_0091,mmlupro,knowledge,0.0,9.662e-05,3902.5,1.0,0.00011053,6374.4,0.0,0.00042028,9539.1,1.0,0.00075894,29306.3
mmlupro_0092,mmlupro,knowledge,1.0,0.00013888,4977.4,1.0,0.00017521,9270.2,1.0,0.00032536,5156.0,1.0,0.00057582,19601.5
mmlupro_0093,mmlupro,knowledge,0.0,0.00010762,4071.2,0.0,0.00012089,6508.1,1.0,0.00056644,12306.4,1.0,0.00089894,32606.6
mmlupro_0094,mmlupro,knowledge,0.0,0.000105,4248.6,1.0,0.00013832,8102.2,1.0,0.00032732,7183.8,0.0,0.00147868,56320.6
mmlupro_0095,mmlupro,knowledge,1.0,0.00011124,4510.7,1.0,8.323e-05,4526.4,1.0,0.00025312,5081.9,1.0,0.00053298,19900.4
mmlupro_0096,mmlupro,knowledge,0.0,0.00022042,8874.8,0.0,0.00022337,12505.9,0.0,0.00069748,14702.3,0.0,0.00827414,388841.1
mmlupro_0097,mmlupro,knowledge,1.0,0.00011338,4589.2,1.0,0.00014133,8185.0,1.0,0.00046592,10297.8,1.0,0.00103278,41100.3
mmlupro_0098,mmlupro,knowledge,0.0,0.00015804,5100.3,1.0,0.00019453,9018.9,0.0,0.00062104,10191.5,1.0,0.00302582,133563.0
mmlupro_0099,mmlupro,knowledge,0.0,0.00015632,6502.1,1.0,0.00011914,6625.1,0.0,0.00052752,11498.1,0.0,0.00151816,66838.1
mmlupro_0100,mmlupro,knowledge,1.0,0.0001966,8456.0,0.0,0.0001981,11814.1,0.0,0.00054572,12322.6,1.0,0.00696192,336143.7
arenahard_0001,arenahard,general,0.4,0.00027944,9405.7,0.8,0.00029911,13622.7,1.0,0.0009842,15934.9,0.8,0.00348586,156462.1
arenahard_0002,arenahard,general,0.8,0.00014402,6396.3,1.0,0.00016226,10035.5,0.9,0.0005054,12085.1,0.9,0.00099904,42649.8
arenahard_0003,arenahard,general,0.9,8.406e-05,3585.1,1.0,8.491e-05,5022.3,0.9,0.00023688,5281.1,1.0,0.0003465,15646.9
arenahard_0004,arenahard,general,0.8,2.496e-05,678.0,0.8,3.486e-05,1471.1,0.9,0.00030912,6524.9,0.8,0.00065128,30083.0
arenahard_0005,arenahard,general,0.8,0.00019942,9049.6,1.0,0.00026887,17621.4,0.9,0.00068936,18023.4,0.95,0.00084714,40449.0
arenahard_0006,arenahard,general,0.8,0.00013322,5359.4,0.9,0.00014434,8082.1,0.9,0.00051212,10924.8,0.9,0.00038808,16441.3
arenahard_0007,arenahard,general,0.8,0.00025372,11511.7,0.9,0.000322,20599.7,0.8,0.00096516,24869.4,0.8,0.00511812,250433.3
arenahard_0008,arenahard,general,0.9,0.00025736,11695.9,0.9,0.0002583,16577.8,0.8,0.00077672,20013.7,1.0,0.00095256,48111.8
arenahard_0009,arenahard,general,0.8,0.00020774,8583.7,0.8,0.00037926,23180.7,0.9,0.00052192,10614.8,0.9,0.00072912,36049.0
arenahard_0010,arenahard,general,1.0,0.00011644,5304.1,0.9,0.00027412,17925.2,1.0,0.00046564,12200.9,1.0,0.00089796,46495.5
arenahard_0011,arenahard,general,0.8,0.00013986,5861.4,1.0,0.0001302,7309.5,1.0,0.00044828,10352.7,1.0,0.00052444,22878.4
arenahard_0012,arenahard,general,0.8,0.00014846,5197.1,0.9,0.00018655,9562.0,0.8,0.0005866,11208.7,0.9,0.00082922,33756.7
arenahard_0013,arenahard,general,0.5,0.00078256,28881.3,0.8,0.00092547,47838.8,0.8,0.00136332,15939.3,0.8,0.00107842,32800.3
arenahard_0014,arenahard,general,0.8,0.0009624,35815.1,0.8,0.00121156,63799.0,0.5,0.00387492,79135.1,0.8,0.00298732,116693.4
arenahard_0015,arenahard,general,0.9,0.00011314,5130.0,0.9,0.00023051,14910.5,0.9,0.00070896,18361.8,0.9,0.00279426,132708.3
arenahard_0016,arenahard,general,0.7,0.00011184,4765.3,0.8,0.00012033,7151.2,1.0,0.00035868,8315.0,1.0,0.0011851,52714.4
arenahard_0017,arenahard,general,0.8,0.00015318,7012.3,1.0,0.00015505,9770.4,1.0,0.00046396,11927.8,1.0,0.0012859,63235.4
arenahard_0018,arenahard,general,0.8,0.000355,12284.6,0.8,0.00034146,15288.3,0.8,0.0015778,30561.7,0.8,0.00292376,127342.8
arenahard_0019,arenahard,general,0.8,0.0001618,7193.4,0.8,0.00029386,18440.9,0.9,0.00097468,24645.7,0.8,0.0011704,56297.2
arenahard_0020,arenahard,general,0.8,0.000329,15084.9,0.8,0.00029036,18125.5,0.9,0.00109844,28264.1,0.8,0.00109228,49094.7
arenahard_0021,arenahard,general,0.85,9.502e-05,4312.1,0.8,0.00033194,21349.6,0.9,0.0008246,21522.4,0.9,0.00114072,51835.7
arenahard_0022,arenahard,general,0.8,0.00030654,9944.4,0.8,0.00034391,15146.7,0.8,0.00117992,19425.4,0.8,0.00101906,36323.4
arenahard_0023,arenahard,general,0.8,0.00017876,8271.2,0.8,0.00023779,15158.6,1.0,0.00056364,14178.0,0.8,0.00080514,37884.3
arenahard_0024,arenahard,general,0.5,0.00016898,7427.9,0.55,0.00016709,10015.6,0.9,0.000686,16962.0,0.8,0.00041678,18980.5
arenahard_0025,arenahard,general,0.9,0.00016982,7675.5,1.0,0.00023492,14877.2,1.0,0.00062888,16080.2,1.0,0.00068908,39410.1
arenahard_0026,arenahard,general,0.8,0.00022562,10588.6,0.8,0.0003199,20737.4,1.0,0.00069664,18353.2,0.9,0.00201824,87494.8
arenahard_0027,arenahard,general,0.8,0.00021716,7705.4,0.8,0.00029876,15372.7,1.0,0.00096796,18995.5,1.0,0.00289772,119841.3
arenahard_0028,arenahard,general,0.8,0.00030618,13192.3,0.85,0.00049714,30666.3,0.85,0.00134372,32605.1,0.95,0.00124264,50277.6
arenahard_0029,arenahard,general,0.8,0.00014374,6368.7,0.8,0.00013013,7850.6,0.9,0.00042,9970.4,0.9,0.00043974,17622.3
arenahard_0030,arenahard,general,0.8,0.00024998,8929.1,0.8,0.00033537,17192.1,0.8,0.000861,15226.1,0.5,0.00099134,36369.9
arenahard_0031,arenahard,general,0.8,8.768e-05,3692.4,0.8,0.00017248,10710.6,0.9,0.000483,11426.9,1.0,0.00226212,100908.3
arenahard_0032,arenahard,general,0.8,0.00014606,6882.7,1.0,0.00015043,9644.5,1.0,0.00031024,8162.1,0.8,0.00047082,19356.0
arenahard_0033,arenahard,general,0.8,0.00018648,8672.1,0.9,0.0001148,6891.9,1.0,0.00038864,9914.2,0.9,0.00078484,34996.0
arenahard_0034,arenahard,general,0.8,0.00013172,5867.9,0.9,0.00016877,10525.5,0.9,0.000595,15168.0,1.0,0.00139118,63003.8
arenahard_0035,arenahard,general,1.0,0.00015346,7164.8,1.0,0.00016338,10612.0,0.9,0.00053088,14052.0,0.8,0.00075096,32099.0
arenahard_0036,arenahard,general,0.8,0.00031058,13182.7,0.8,0.00019327,10252.5,0.8,0.00033488,5165.8,0.8,0.00059458,23117.9
arenahard_0037,arenahard,general,0.2,0.00021738,5105.5,0.8,0.00032123,12785.2,1.0,0.00101332,13411.3,0.8,0.0022701,93643.3
arenahard_0038,arenahard,general,0.5,0.00014744,6484.8,0.75,0.00014847,8824.5,0.8,0.00065128,16180.5,0.9,0.00117586,52803.1
arenahard_0039,arenahard,general,0.9,0.00027104,10540.0,0.8,0.00032333,17498.6,0.9,0.00102116,21799.8,0.8,0.00090958,36055.5
arenahard_0040,arenahard,general,0.95,0.00015616,6991.5,0.95,0.00024479,15280.2,1.0,0.000784,20110.1,0.9,0.00082362,35334.9
arenahard_0041,arenahard,general,0.9,0.0001335,6178.5,0.9,0.00016422,10481.8,0.8,0.000511,13878.2,0.9,0.00120568,56564.4
arenahard_0042,arenahard,general,0.8,0.00023358,10799.3,0.8,0.00025179,16006.9,0.8,0.00071288,18778.7,0.3,0.00065058,31029.3
arenahard_0043,arenahard,general,1.0,8.54e-05,3841.6,1.0,0.00011284,6973.5,1.0,0.00029736,7539.1,1.0,0.00034468,15851.2
arenahard_0044,arenahard,general,0.8,0.0004869,16574.5,0.9,0.0004067,16479.4,0.8,0.00130928,18932.8,0.8,0.00301224,124747.2
arenahard_0045,arenahard,general,0.8,0.0002359,10670.0,0.8,0.00054264,34419.8,0.9,0.00086044,21967.9,1.0,0.00087388,38819.5
arenahard_0046,arenahard,general,0.9,0.00023284,9282.8,1.0,0.00022792,12069.7,1.0,0.00056728,11022.2,0.9,0.0016534,72849.6
arenahard_0047,arenahard,general,0.8,0.00011956,5097.0,1.0,0.00014266,8379.1,1.0,0.00038556,8890.5,1.0,0.00043344,17689.6
arenahard_0048,arenahard,general,0.4,0.0001327,3845.0,0.9,0.00019131,8564.3,0.8,0.00056588,8735.5,0.8,0.00056098,21280.1
arenahard_0049,arenahard,general,0.8,0.00013498,5533.0,0.8,0.00017213,9982.2,0.8,0.00047124,10377.8,0.9,0.00063574,28653.2
arenahard_0050,arenahard,general,0.8,0.00016148,7360.9,1.0,0.00022757,14254.2,1.0,0.00065548,16308.3,0.95,0.00057526,27921.7
arenahard_0051,arenahard,general,0.85,0.00027396,10462.2,0.9,0.00053284,30668.0,0.8,0.00102032,20649.8,0.95,0.00111076,45694.6
arenahard_0052,arenahard,general,0.9,0.00014842,6330.1,0.8,0.00020132,11982.3,1.0,0.00044688,10226.3,0.8,0.00080332,34646.3
arenahard_0053,arenahard,general,0.2,0.00050186,22531.5,0.7,0.00035217,21831.4,0.9,0.00085596,20951.5,0.9,0.00106246,45149.8
arenahard_0054,arenahard,general,1.0,0.00019566,7404.8,1.0,0.00023121,11920.4,1.0,0.0006916,13511.0,1.0,0.0082019,362980.6
arenahard_0055,arenahard,general,0.9,0.0002761,9465.9,1.0,0.00031458,14862.2,0.9,0.00109396,19775.3,0.95,0.00239736,104770.1
arenahard_0056,arenahard,general,1.0,0.0001538,7041.9,1.0,0.00020468,12941.0,0.9,0.0005922,15059.6,0.9,0.00130676,55992.6
arenahard_0057,arenahard,general,0.8,0.0001893,6329.5,0.8,0.000287,14520.2,0.8,0.0009114,17178.0,0.8,0.0008162,29106.0
arenahard_0058,arenahard,general,0.8,0.00020682,8853.2,0.9,0.0002226,13354.5,0.8,0.00056924,13286.9,1.0,0.00218652,98233.4
arenahard_0059,arenahard,general,0.8,0.0006766,25791.8,0.85,0.00049875,23567.3,0.9,0.00131236,20268.4,0.85,0.00150178,66060.3
arenahard_0060,arenahard,general,0.8,0.00027696,11635.6,0.6,0.00027797,16362.1,0.8,0.000644,14192.5,0.9,0.00082446,37731.9
arenahard_0061,arenahard,general,0.4,3.572e-05,1024.7,0.2,2.387e-05,567.4,1.0,0.00029736,5879.3,0.8,0.00068586,30192.9
arenahard_0062,arenahard,general,1.0,0.00017618,7604.9,1.0,0.00018347,11157.5,0.95,0.00061012,14698.3,1.0,0.0028693,128405.9
arenahard_0063,arenahard,general,0.9,0.00017958,8057.7,0.9,0.00020503,13065.5,0.9,0.00067116,16939.7,0.9,0.00082754,35465.9
arenahard_0064,arenahard,general,0.8,0.00016856,7565.6,1.0,0.00017563,11176.5,1.0,0.00065408,16642.4,0.8,0.0008421,47192.7
arenahard_0065,arenahard,general,0.4,0.00090538,42001.3,0.4,0.00115185,75750.5,0.8,0.00102032,25788.6,0.9,0.00151438,71733.0
arenahard_0066,arenahard,general,1.0,4.382e-05,1527.1,1.0,2.891e-05,1091.8,1.0,0.00018032,3777.7,1.0,0.0012817,58627.5
arenahard_0067,arenahard,general,0.4,0.00050094,16104.0,0.8,0.00062503,28953.2,0.8,0.00178808,27861.7,0.8,0.00205226,75619.1
arenahard_0068,arenahard,general,1.0,5.386e-05,2250.4,1.0,6.272e-05,3670.3,1.0,0.000224,5119.6,1.0,0.0002226,9385.7
arenahard_0069,arenahard,general,0.8,0.00017942,7600.0,0.8,0.00116396,75846.9,0.8,0.00091168,21519.7,0.8,0.00082404,36287.0
arenahard_0070,arenahard,general,0.4,0.00090736,42369.3,0.8,0.00032172,20410.8,0.9,0.00076244,18721.8,0.8,0.00082404,37239.4
arenahard_0071,arenahard,general,0.8,0.00019216,7596.3,0.8,0.00021413,11694.0,1.0,0.00083076,17872.8,0.9,0.0007343,29997.5
arenahard_0072,arenahard,general,0.8,0.00018572,8379.6,0.9,0.00019222,12042.0,0.9,0.00067928,17111.1,0.8,0.0009044,39977.1
arenahard_0073,arenahard,general,0.8,0.0001738,7022.4,0.8,0.00021462,12142.1,0.9,0.0009254,22219.1,0.8,0.00070952,30491.0
arenahard_0074,arenahard,general,0.8,0.00032036,14442.0,0.8,0.00047019,29928.2,0.8,0.0012334,31183.8,0.8,0.00145586,60701.0
arenahard_0075,arenahard,general,0.8,0.00022682,10351.8,0.85,0.00025851,16771.1,0.9,0.00059836,15664.9,0.9,0.0008701,36496.4
arenahard_0076,arenahard,general,1.0,0.0001261,5710.4,0.9,0.00016492,10535.5,1.0,0.00039088,10815.6,1.0,0.00099316,40187.5
arenahard_0077,arenahard,general,0.8,0.00028422,9006.0,0.8,0.000364,16987.1,1.0,0.00114968,19288.7,0.8,0.0015246,52306.4
arenahard_0078,arenahard,general,0.9,0.00033836,15669.1,0.9,0.00028252,18530.7,1.0,0.00065912,17701.9,0.8,0.00075572,30107.0
arenahard_0079,arenahard,general,1.0,0.0001017,4748.6,1.0,8.981e-05,5952.4,1.0,0.00026908,7128.0,1.0,0.00077518,33921.8
arenahard_0080,arenahard,general,0.8,0.00113348,42045.0,0.8,0.00141925,75290.4,0.8,0.00453012,91887.0,0.8,0.00349734,138547.1
arenahard_0081,arenahard,general,0.8,0.00030526,12380.9,0.9,0.00029834,16594.5,0.9,0.00105784,23183.2,0.9,0.00057848,22263.6
arenahard_0082,arenahard,general,0.2,7.416e-05,3294.3,0.4,4.788e-05,2888.3,0.2,0.00345408,90383.3,1.0,0.00139468,59356.2
arenahard_0083,arenahard,general,0.9,0.00018048,8136.1,0.9,0.00011424,7113.4,0.9,0.00038388,9545.8,1.0,0.00076636,30993.3
arenahard_0084,arenahard,general,0.8,0.00013524,6080.5,1.0,0.00019558,12606.9,0.9,0.00052416,13424.0,0.8,0.000574,23156.7
arenahard_0085,arenahard,general,0.8,0.00014952,6794.4,0.8,0.00013636,8588.4,0.8,0.00090552,24409.0,0.9,0.00085764,39171.8
arenahard_0086,arenahard,general,0.8,0.00022054,10467.8,0.9,0.00030912,20528.9,0.8,0.000868,23688.2,0.8,0.00102452,45752.9
arenahard_0087,arenahard,general,0.85,0.00028326,12147.0,0.8,0.00038703,23613.0,0.95,0.00105532,25469.4,0.85,0.00115346,56306.9
arenahard_0088,arenahard,general,1.0,2.484e-05,256.5,0.0,2.975e-05,460.3,1.0,0.00013888,1232.1,1.0,0.00216594,94416.4
arenahard_0089,arenahard,general,0.9,0.00034994,14062.7,0.9,0.00044667,25482.8,0.9,0.00140056,31366.1,1.0,0.00095746,37858.2
arenahard_0090,arenahard,general,0.8,0.00047796,15582.8,0.8,0.00077357,39433.1,0.8,0.0018508,31804.6,0.8,0.0014511,49479.0
arenahard_0091,arenahard,general,1.0,0.00034064,12923.1,0.8,0.00022855,9602.2,1.0,0.00078344,12856.1,0.8,0.00049434,16065.8
arenahard_0092,arenahard,general,1.0,0.0001724,6398.3,0.9,0.00023254,12481.5,0.95,0.000588,11462.7,0.9,0.0007336,28200.3
arenahard_0093,arenahard,general,0.8,0.0004404,16664.1,0.4,0.00030149,13765.7,0.8,0.00093716,15523.7,1.0,0.00520198,202226.4
arenahard_0094,arenahard,general,1.0,0.00017832,8203.6,1.0,0.00031682,20381.2,0.95,0.000693,18256.1,1.0,0.00081536,35987.9
arenahard_0095,arenahard,general,0.9,0.00018424,8507.8,0.8,0.00043036,27421.3,0.8,0.00067228,17871.6,0.8,0.00091084,40038.4
arenahard_0096,arenahard,general,0.8,0.00018518,7327.8,0.9,0.00027503,15742.3,1.0,0.00086044,19253.9,0.8,0.00104202,41780.2
arenahard_0097,arenahard,general,1.0,0.00013906,5598.0,0.9,0.00014063,7648.0,1.0,0.00042084,8829.5,1.0,0.00053074,20378.9
arenahard_0098,arenahard,general,0.5,0.00013188,5604.4,0.8,0.00026964,16475.6,0.9,0.00065212,15677.3,0.8,0.00097804,39466.7
arenahard_0099,arenahard,general,1.0,0.00012564,5637.4,1.0,0.00016905,10737.5,1.0,0.00058268,14810.6,1.0,0.00092638,52488.5
arenahard_0100,arenahard,general,0.8,0.00019072,7933.7,0.4,0.00021553,12814.9,0.8,0.00065744,15321.0,0.8,0.00184142,70384.4
