dataset,model_count,seed,split_seed,policy,point,quality,mean_cost,total_cost,normalized_cost,auc,sample_count
gsm8k,11,0,42,Routing,2,0.46231280022605253,0.00010839208816049002,0.7671991999999483,0.012688900161306476,0.6702733894517676,7078
gsm8k,11,0,42,Routing,3,0.47598191579542243,0.00011417625035319774,0.8081394999999336,0.013366022060382732,0.6702733894517676,7078
gsm8k,11,0,42,Routing,4,0.4916289912404634,0.00012142054252612572,0.8594145999999179,0.014214073811037386,0.6702733894517676,7078
gsm8k,11,0,42,Routing,5,0.5044857304323255,0.0001288491359140863,0.9119941839999028,0.015083700750036908,0.6702733894517676,7078
gsm8k,11,0,42,Routing,6,0.513421870584911,0.0001349662204012283,0.955290907999894,0.01579979613719003,0.6702733894517676,7078
gsm8k,11,0,42,Routing,7,0.5209451822548743,0.00014275009268153224,1.010385155999885,0.016711013735349927,0.6702733894517676,7078
gsm8k,11,0,42,Routing,8,0.5272675897146086,0.00014954268946028242,1.058463155999879,0.01750618784652634,0.6702733894517676,7078
gsm8k,11,0,42,Routing,9,0.5350028256569652,0.00015935589036449182,1.1279209919998732,0.01865496843235644,0.6702733894517676,7078
gsm8k,11,0,42,Routing,10,0.5350028256569652,0.00015935589036449182,1.1279209919998732,0.01865496843235644,0.6702733894517676,7078
gsm8k,11,0,42,Routing,11,0.5654492794574738,0.00020882753659223885,1.4780813039998666,0.024446357734404907,0.6702733894517676,7078
gsm8k,11,0,42,Routing,12,0.5864297824244137,0.0002599405702175577,1.8398593559998733,0.030429895754752606,0.6702733894517676,7078
gsm8k,11,0,42,Routing,13,0.6022181407177168,0.000303202606951099,2.1460680519998787,0.035494358246460335,0.6702733894517676,7078
gsm8k,11,0,42,Routing,14,0.6175120090421022,0.00035190940378636423,2.490814759999886,0.041196210592958436,0.6702733894517676,7078
gsm8k,11,0,42,Routing,15,0.6315343317321277,0.0004047169149477106,2.8645863239998954,0.04737811231904446,0.6702733894517676,7078
gsm8k,11,0,42,Routing,16,0.6416360553828765,0.00045230800226051177,3.2014360399999022,0.05294935433244699,0.6702733894517676,7078
gsm8k,11,0,42,Routing,17,0.6459451822548743,0.0005341773811811114,3.7809075039999063,0.062533378342147,0.6702733894517676,7078
gsm8k,11,0,42,Routing,18,0.6467222379203165,0.0005688029109917925,4.025987003999908,0.06658680971575003,0.6702733894517676,7078
gsm8k,11,0,42,Routing,19,0.6484882735235943,0.0006360344583215467,4.501851895999907,0.07445725862244765,0.6702733894517676,7078
gsm8k,11,0,42,Routing,20,0.6484882735235943,0.0006360344583215467,4.501851895999907,0.07445725862244765,0.6702733894517676,7078
gsm8k,11,0,42,Routing,21,0.6571418479796552,0.0010905863786380204,7.719170387999909,0.12766929681554778,0.6702733894517676,7078
gsm8k,11,0,42,Routing,22,0.6637115004238485,0.0016852405080531097,11.92813231599991,0.19728237473212493,0.6702733894517676,7078
gsm8k,11,0,42,Routing,23,0.6683738344165019,0.0021958004571912843,15.54187563599991,0.25705098267132936,0.6702733894517676,7078
gsm8k,11,0,42,Routing,24,0.6734600169539418,0.0029192307391918493,20.66231517199991,0.3417392175578032,0.6702733894517676,7078
gsm8k,11,0,42,Routing,25,0.6763209946312517,0.003503116902514822,24.795061435999912,0.41009174547481864,0.6702733894517676,7078
