task_id,node_type,candidate,selected,eligible,Q,C_tokens,L_seconds,score,actual_shadow_tokens,actual_shadow_latency_s,actual_shadow_node_accuracy,actual_status,score_margin_to_selected
5b517a2f25604d1da72d9b9ab5d7f7f2,extraction,small,False,False,,,,,,,,not_sampled_or_unavailable,
5b517a2f25604d1da72d9b9ab5d7f7f2,semantic,medium,False,True,0.6873786407766991,600.4330097087379,6.369299985334826,0.6255104903645881,,,,not_sampled_or_unavailable,0.025205460631549492
5b517a2f25604d1da72d9b9ab5d7f7f2,semantic,large,True,True,0.7165048543689321,601.1145631067961,7.146635043490942,0.6507159509961375,,,,not_sampled_or_unavailable,0.0
5b517a2f25604d1da72d9b9ab5d7f7f2,semantic,coder,False,True,0.6815533980582524,637.1669902912622,6.991181350396834,0.6147391417917052,,,,not_sampled_or_unavailable,0.03597680920443236
5b517a2f25604d1da72d9b9ab5d7f7f2,semantic,reasoning,False,False,0.7203883495145631,2723.8776699029127,67.6037725329918,0.24617560335445848,,,,not_sampled_or_unavailable,0.40454034764167907
5b517a2f25604d1da72d9b9ab5d7f7f2,semantic,small,False,False,,,,,,,,not_sampled_or_unavailable,
54013e658a63468d82d46b6cf9113ca4,extraction,medium,False,True,0.6873786407766991,3783.4330097087377,40.13406895290899,0.2975366455267172,,,,not_sampled_or_unavailable,0.004816294010652589
54013e658a63468d82d46b6cf9113ca4,extraction,large,True,True,0.7165048543689321,3784.114563106796,44.989237335244475,0.3023529395373698,,,,not_sampled_or_unavailable,0.0
54013e658a63468d82d46b6cf9113ca4,extraction,coder,False,True,0.6815533980582524,3820.166990291262,41.91598219128919,0.28096513758724334,,,,not_sampled_or_unavailable,0.02138780195012646
54013e658a63468d82d46b6cf9113ca4,extraction,reasoning,False,False,0.7203883495145631,5906.877669902913,146.60247733906436,-0.30796792067590445,,,,not_sampled_or_unavailable,0.6103208602132743
54013e658a63468d82d46b6cf9113ca4,extraction,small,False,False,,,,,,,,not_sampled_or_unavailable,
54013e658a63468d82d46b6cf9113ca4,semantic,medium,False,True,0.6873786407766991,614.4330097087379,6.517809808000877,0.6240679412512579,,,,not_sampled_or_unavailable,0.025115781607769172
54013e658a63468d82d46b6cf9113ca4,semantic,large,True,True,0.7165048543689321,615.1145631067961,7.313080670913044,0.649183722859027,,,,not_sampled_or_unavailable,0.0
54013e658a63468d82d46b6cf9113ca4,semantic,coder,False,True,0.6815533980582524,651.1669902912622,7.144793418185868,0.61327108145276,,,,not_sampled_or_unavailable,0.03591264140626704
54013e658a63468d82d46b6cf9113ca4,semantic,reasoning,False,False,0.7203883495145631,2737.8776699029127,67.95123777561983,0.2437382771413183,,,,not_sampled_or_unavailable,0.40544544571770874
54013e658a63468d82d46b6cf9113ca4,semantic,small,False,False,,,,,,,,not_sampled_or_unavailable,
e2e5b860eb464fefbf0122eed07843a3,extraction,medium,True,True,0.6873786407766991,4873.433009708738,51.69661943190863,0.185223893131719,,,,not_sampled_or_unavailable,0.0
e2e5b860eb464fefbf0122eed07843a3,extraction,large,False,True,0.7165048543689321,4874.114563106796,57.94821832739381,0.18305803457662329,,,,not_sampled_or_unavailable,0.002165858555095712
e2e5b860eb464fefbf0122eed07843a3,extraction,coder,False,True,0.6815533980582524,4910.166990291262,53.875778897721055,0.166666154055084,,,,not_sampled_or_unavailable,0.018557739076634994
e2e5b860eb464fefbf0122eed07843a3,extraction,reasoning,False,False,0.7203883495145631,6996.877669902913,173.6551283722466,-0.49773117584181553,,,,not_sampled_or_unavailable,0.6829550689735345
e2e5b860eb464fefbf0122eed07843a3,extraction,small,False,False,,,,,,,,not_sampled_or_unavailable,
e2e5b860eb464fefbf0122eed07843a3,semantic,medium,False,True,0.6873786407766991,613.4330097087379,6.5072019635247305,0.6241709804736386,,,,not_sampled_or_unavailable,0.025122187252324957
e2e5b860eb464fefbf0122eed07843a3,semantic,large,True,True,0.7165048543689321,614.1145631067961,7.30119169752575,0.6492931677259636,,,,not_sampled_or_unavailable,0.0
e2e5b860eb464fefbf0122eed07843a3,semantic,coder,False,True,0.6815533980582524,650.1669902912622,7.133821127629508,0.6133759429055418,,,,not_sampled_or_unavailable,0.03591722482042181
e2e5b860eb464fefbf0122eed07843a3,semantic,reasoning,False,False,0.7203883495145631,2736.8776699029127,67.92641882971783,0.24391237187082826,,,,not_sampled_or_unavailable,0.4053807958551353
e2e5b860eb464fefbf0122eed07843a3,semantic,small,False,False,,,,,,,,not_sampled_or_unavailable,
e536fb70585741298a9b45836d692c33,extraction,medium,True,True,0.6873786407766991,5114.433009708738,54.25310995065992,0.16039144053796262,,,,not_sampled_or_unavailable,0.0
e536fb70585741298a9b45836d692c33,extraction,large,False,True,0.7165048543689321,5115.114563106796,60.81346091373142,0.15668182164493516,,,,not_sampled_or_unavailable,0.0037096188930274554
e536fb70585741298a9b45836d692c33,extraction,coder,False,True,0.6815533980582524,5151.166990291262,56.5201009218037,0.14139454393467082,,,,not_sampled_or_unavailable,0.01899689660329179
